rate,arm,measure,mean,ci_low,ci_high
0.2,none_vs_calm,retail_on_time_rate,-0.009665441208468243,-0.014079642184597226,-0.005251240232339261
0.2,none_vs_calm,costs_stockout,761554782.4186666,509488337.380986,1013621227.4563472
0.2,none_vs_calm,costs_tech,0.0,0.0,0.0
0.2,none_vs_calm,adoptions,0.0,0.0,0.0
0.2,risk_intel,network_profit_with_inventory,379083227.99676883,256231495.9236157,501934960.069922
0.2,risk_intel,fill_rate,0.006459949771744899,0.0044738128213107735,0.008446086722179025
0.2,risk_intel,satisfaction_index,0.00339662490032648,0.0023601130416395534,0.004433136759013407
0.2,risk_intel,retail_on_time_rate,0.0006137513592026782,0.0001748784746758681,0.0010526242437294882
0.2,risk_intel,costs_stockout,-124471511.55166665,-162739559.1261221,-86203463.9772112
0.2,risk_intel,costs_tech,7304533.333333333,7112610.460381583,7496456.206285083
0.2,risk_intel,adoptions,10.0,10.0,10.0
0.2,aps,network_profit_with_inventory,209533118.21500397,146804535.76871696,272261700.66129094
0.2,aps,fill_rate,0.004091168161143732,0.0030868286095251597,0.005095507712762305
0.2,aps,satisfaction_index,0.0020504107676285743,0.001566918581992841,0.0025339029532643075
0.2,aps,retail_on_time_rate,6.009506747628087e-05,-8.324423963288704e-05,0.00020343437458544876
0.2,aps,costs_stockout,-78822866.97333333,-98168437.80720142,-59477296.13946524
0.2,aps,costs_tech,13145400.0,12890579.643954398,13400220.356045602
0.2,aps,adoptions,6.0,6.0,6.0
0.2,control_tower,network_profit_with_inventory,379781182.4849087,228715312.80110234,530847052.16871506
0.2,control_tower,fill_rate,0.007097479746159604,0.004551826028101719,0.009643133464217489
0.2,control_tower,satisfaction_index,0.0035826742194208228,0.0022839761248359047,0.004881372314005741
0.2,control_tower,retail_on_time_rate,4.8674199798045176e-05,-0.00010285006237391718,0.00020019846197000753
0.2,control_tower,costs_stockout,-136746636.42800003,-185782035.00592273,-87711237.85007732
0.2,control_tower,costs_tech,33291000.15999999,31778681.76389049,34803318.55610949
0.2,control_tower,adoptions,48.0,48.0,48.0
0.2,follow,network_profit_with_inventory,384631515.5142351,253092633.65849102,516170397.36997914
0.2,follow,fill_rate,0.0030665931027208603,0.0009771367540753412,0.005156049451366379
0.2,follow,satisfaction_index,0.001697986452330691,0.0006294016543786733,0.0027665712502827084
0.2,follow,retail_on_time_rate,7.123426699084945e-05,-3.5209110685482394e-05,0.0001776776446671813
0.2,follow,costs_stockout,-59068988.427666664,-99295641.54826003,-18842335.307073295
0.2,follow,costs_tech,71727750.166,70411431.60321864,73044068.72878134
0.2,follow,adoptions,156.23333333333332,149.87163021753761,162.59503644912903
0.2,hybrid,network_profit_with_inventory,817722322.1795163,595870378.8794822,1039574265.4795505
0.2,hybrid,fill_rate,0.010655302967312433,0.006950631165313458,0.014359974769311409
0.2,hybrid,satisfaction_index,0.005701833185248203,0.0037652401307762757,0.00763842623972013
0.2,hybrid,retail_on_time_rate,0.0007606503472774621,0.0003066804956236907,0.0012146201989312335
0.2,hybrid,costs_stockout,-205269377.09899998,-276590942.9468713,-133947811.25112867
0.2,hybrid,costs_tech,91109233.47433333,89741727.31440409,92476739.63426258
0.2,hybrid,adoptions,174.83333333333334,168.62118415924624,181.04548250742045
0.2,hybrid_robot,network_profit_with_inventory,904594418.6085881,672555276.0574758,1136633561.1597004
0.2,hybrid_robot,fill_rate,0.012302778523407202,0.008449649028111716,0.01615590801870269
0.2,hybrid_robot,satisfaction_index,0.00863784356984177,0.006572882719704529,0.010702804419979011
0.2,hybrid_robot,retail_on_time_rate,0.007830442036795985,0.006762372582358529,0.00889851149123344
0.2,hybrid_robot,costs_stockout,-237009582.59100005,-311192032.5493418,-162827132.6326583
0.2,hybrid_robot,costs_tech,108957933.46966667,107707341.57472715,110208525.3646062
0.2,hybrid_robot,adoptions,177.23333333333332,171.12213336141755,183.3445333052491
0.4,none_vs_calm,network_profit_with_inventory,-5920990752.540799,-6960294948.810938,-4881686556.27066
0.4,none_vs_calm,fill_rate,-0.09605904970093691,-0.11243752515545223,-0.0796805742464216
0.4,none_vs_calm,satisfaction_index,-0.05966514320765229,-0.06806050498589175,-0.05126978142941283
0.4,none_vs_calm,retail_on_time_rate,-0.03870778271986173,-0.05078396634607735,-0.02663159909364611
0.4,none_vs_calm,costs_stockout,1850592339.3853333,1535240312.6616597,2165944366.109007
0.4,none_vs_calm,costs_tech,0.0,0.0,0.0
0.4,none_vs_calm,adoptions,0.0,0.0,0.0
0.4,risk_intel,network_profit_with_inventory,760209832.520147,621962880.9551688,898456784.0851251
0.4,risk_intel,fill_rate,0.01288365204633775,0.010596715483637133,0.015170588609038367
0.4,risk_intel,satisfaction_index,0.007009601541082541,0.005931657133255473,0.008087545948909609
0.4,risk_intel,retail_on_time_rate,0.0018464284377342117,0.0010920473066576633,0.00260080956881076
0.4,risk_intel,costs_stockout,-248202962.38266665,-292248778.7704712,-204157145.99486205
0.4,risk_intel,costs_tech,7304533.333333333,7112610.460381583,7496456.206285083
0.4,risk_intel,adoptions,10.0,10.0,10.0
0.4,aps,network_profit_with_inventory,333136454.05795467,264856722.38494116,401416185.7309682
0.4,aps,fill_rate,0.005818662474225289,0.00470640910310057,0.006930915845350008
0.4,aps,satisfaction_index,0.002881617803001883,0.0023206453469847236,0.003442590259019042
0.4,aps,retail_on_time_rate,-2.9112244668161313e-05,-0.0002394318065914717,0.0001812073172551491
0.4,aps,costs_stockout,-112102840.09533334,-133533090.18111876,-90672590.00954792
0.4,aps,costs_tech,13145400.0,12890579.643954398,13400220.356045602
0.4,aps,adoptions,6.0,6.0,6.0
0.4,control_tower,network_profit_with_inventory,737497313.2606419,533097638.41271704,941896988.1085668
0.4,control_tower,fill_rate,0.01340038982963404,0.009931490789255908,0.016869288870012173
0.4,control_tower,satisfaction_index,0.006738850526539553,0.004997558159182849,0.008480142893896255
0.4,control_tower,retail_on_time_rate,-2.2378433123056614e-05,-0.00029846198893533686,0.00025370512268922365
0.4,control_tower,costs_stockout,-258200507.60366663,-325061606.7164681,-191339408.49086517
0.4,control_tower,costs_tech,33291000.15999999,31778681.76389049,34803318.55610949
0.4,control_tower,adoptions,48.0,48.0,48.0
0.4,follow,network_profit_with_inventory,615040056.4417704,460846199.0055244,769233913.8780165
0.4,follow,fill_rate,0.007200488419604105,0.004844827615075766,0.009556149224132443
0.4,follow,satisfaction_index,0.003763652108488898,0.00259461324770575,0.004932690969272046
0.4,follow,retail_on_time_rate,4.60080106689816e-05,-0.00020058084315215092,0.0002925968644901141
0.4,follow,costs_stockout,-138751551.18933332,-184167717.75280935,-93335384.6258573
0.4,follow,costs_tech,70607516.82233334,69223509.76237835,71991523.88228832
0.4,follow,adoptions,156.26666666666668,149.54758924670202,162.98574408663134
0.4,hybrid,network_profit_with_inventory,1577450284.0639317,1341020849.8789678,1813879718.2488956
0.4,hybrid,fill_rate,0.02334790542820125,0.01951358778004584,0.027182223076356662
0.4,hybrid,satisfaction_index,0.01254188570719129,0.010681396505993545,0.014402374908389037
0.4,hybrid,retail_on_time_rate,0.002348009836990191,0.0015675595603344748,0.0031284601136459074
0.4,hybrid,costs_stockout,-449820345.669,-523688636.95016706,-375952054.387833
0.4,hybrid,costs_tech,91087000.139,89452291.77522433,92721708.50277567
0.4,hybrid,adoptions,176.33333333333334,169.82916950194087,182.83749716472582
0.4,hybrid_robot,network_profit_with_inventory,1620736471.1915038,1378041252.9896958,1863431689.3933117
0.4,hybrid_robot,fill_rate,0.024314381203987115,0.02038750318845129,0.02824125921952294
0.4,hybrid_robot,satisfaction_index,0.015162942078747077,0.013187773356813204,0.01713811080068095
0.4,hybrid_robot,retail_on_time_rate,0.009479504281047864,0.008384273701555202,0.010574734860540525
0.4,hybrid_robot,costs_stockout,-468433790.311,-544063433.0791414,-392804147.54285854
0.4,hybrid_robot,costs_tech,107844366.811,106145648.41748305,109543085.20451696
0.4,hybrid_robot,adoptions,177.56666666666666,170.50658374619968,184.62674958713365
