rate,arm,measure,mean,ci_low,ci_high
0.2,none_vs_calm,retail_on_time_rate,-0.009665441208468243,-0.014079642184597226,-0.005251240232339261
0.2,none_vs_calm,costs_stockout,761554782.4186666,509488337.380986,1013621227.4563472
0.2,none_vs_calm,costs_tech,0.0,0.0,0.0
0.2,none_vs_calm,adoptions,0.0,0.0,0.0
0.2,risk_intel,network_profit_with_inventory,379083227.99676883,256231495.9236157,501934960.069922
0.2,risk_intel,fill_rate,0.006459949771744899,0.0044738128213107735,0.008446086722179025
0.2,risk_intel,satisfaction_index,0.00339662490032648,0.0023601130416395534,0.004433136759013407
0.2,risk_intel,retail_on_time_rate,0.0006137513592026782,0.0001748784746758681,0.0010526242437294882
0.2,risk_intel,costs_stockout,-124471511.55166665,-162739559.1261221,-86203463.9772112
0.2,risk_intel,costs_tech,7304533.333333333,7112610.460381583,7496456.206285083
0.2,risk_intel,adoptions,10.0,10.0,10.0
0.2,aps,network_profit_with_inventory,209533118.21500397,146804535.76871696,272261700.66129094
0.2,aps,fill_rate,0.004091168161143732,0.0030868286095251597,0.005095507712762305
0.2,aps,satisfaction_index,0.0020504107676285743,0.001566918581992841,0.0025339029532643075
0.2,aps,retail_on_time_rate,6.009506747628087e-05,-8.324423963288704e-05,0.00020343437458544876
0.2,aps,costs_stockout,-78822866.97333333,-98168437.80720142,-59477296.13946524
0.2,aps,costs_tech,13145400.0,12890579.643954398,13400220.356045602
0.2,aps,adoptions,6.0,6.0,6.0
0.2,control_tower,network_profit_with_inventory,212214561.69691607,94354886.52327071,330074236.8705614
0.2,control_tower,fill_rate,0.004284388761603889,0.002324617333346466,0.006244160189861313
0.2,control_tower,satisfaction_index,0.002152176675985925,0.001155865025901725,0.0031484883260701245
0.2,control_tower,retail_on_time_rate,-7.244530071052561e-06,-0.00012966967218720372,0.0001151806120450986
0.2,control_tower,costs_stockout,-82531950.41833334,-120260905.43478721,-44802995.40187945
0.2,control_tower,costs_tech,30646800.15999999,29541545.30186843,31752055.018131547
0.2,control_tower,adoptions,48.0,48.0,48.0
0.2,follow,network_profit_with_inventory,341042085.77971613,228198092.18405318,453886079.3753791
0.2,follow,fill_rate,0.002680535087334527,0.0009396622791810884,0.0044214078954879655
0.2,follow,satisfaction_index,0.00143944567257747,0.0005463555086057755,0.0023325358365491643
0.2,follow,retail_on_time_rate,5.568078599003471e-05,-4.784112653429362e-05,0.00015920269851436305
0.2,follow,costs_stockout,-51631290.88433336,-85149233.50419185,-18113348.26447486
0.2,follow,costs_tech,73792600.155,72497056.00556564,75088144.30443436
0.2,follow,adoptions,167.03333333333333,161.84733422497285,172.2193324416938
0.2,hybrid,network_profit_with_inventory,763003522.9066304,552809276.1561744,973197769.6570864
0.2,hybrid,fill_rate,0.010084632646440354,0.0065820523458329765,0.013587212947047731
0.2,hybrid,satisfaction_index,0.005360888863048322,0.0035276075347461314,0.007194170191350513
0.2,hybrid,retail_on_time_rate,0.0007652230241796213,0.00032513437443621146,0.0012053116739230312
0.2,hybrid,costs_stockout,-194282677.54700005,-261718781.18466234,-126846573.90933776
0.2,hybrid,costs_tech,92995483.469,91905394.75283343,94085572.18516657
0.2,hybrid,adoptions,184.63333333333333,180.07902522077663,189.18764144589002
0.2,hybrid_robot,network_profit_with_inventory,854722602.9787021,640248440.5023621,1069196765.455042
0.2,hybrid_robot,fill_rate,0.011812437385534018,0.008244986742017821,0.015379888029050215
0.2,hybrid_robot,satisfaction_index,0.008348867362727079,0.0064276513911977265,0.01027008333425643
0.2,hybrid_robot,retail_on_time_rate,0.00786890212045214,0.006790942214311026,0.008946862026593255
0.2,hybrid_robot,costs_stockout,-227566584.2606667,-296252552.2475864,-158880616.27374697
0.2,hybrid_robot,costs_tech,110240583.465,108957461.58557327,111523705.34442674
0.2,hybrid_robot,adoptions,186.63333333333333,181.13422370068227,192.13244296598438
0.4,none_vs_calm,network_profit_with_inventory,-5920990752.540799,-6960294948.810938,-4881686556.27066
0.4,none_vs_calm,fill_rate,-0.09605904970093691,-0.11243752515545223,-0.0796805742464216
0.4,none_vs_calm,satisfaction_index,-0.05966514320765229,-0.06806050498589175,-0.05126978142941283
0.4,none_vs_calm,retail_on_time_rate,-0.03870778271986173,-0.05078396634607735,-0.02663159909364611
0.4,none_vs_calm,costs_stockout,1850592339.3853333,1535240312.6616597,2165944366.109007
0.4,none_vs_calm,costs_tech,0.0,0.0,0.0
0.4,none_vs_calm,adoptions,0.0,0.0,0.0
0.4,risk_intel,network_profit_with_inventory,760209832.520147,621962880.9551688,898456784.0851251
0.4,risk_intel,fill_rate,0.01288365204633775,0.010596715483637133,0.015170588609038367
0.4,risk_intel,satisfaction_index,0.007009601541082541,0.005931657133255473,0.008087545948909609
0.4,risk_intel,retail_on_time_rate,0.0018464284377342117,0.0010920473066576633,0.00260080956881076
0.4,risk_intel,costs_stockout,-248202962.38266665,-292248778.7704712,-204157145.99486205
0.4,risk_intel,costs_tech,7304533.333333333,7112610.460381583,7496456.206285083
0.4,risk_intel,adoptions,10.0,10.0,10.0
0.4,aps,network_profit_with_inventory,333136454.05795467,264856722.38494116,401416185.7309682
0.4,aps,fill_rate,0.005818662474225289,0.00470640910310057,0.006930915845350008
0.4,aps,satisfaction_index,0.002881617803001883,0.0023206453469847236,0.003442590259019042
0.4,aps,retail_on_time_rate,-2.9112244668161313e-05,-0.0002394318065914717,0.0001812073172551491
0.4,aps,costs_stockout,-112102840.09533334,-133533090.18111876,-90672590.00954792
0.4,aps,costs_tech,13145400.0,12890579.643954398,13400220.356045602
0.4,aps,adoptions,6.0,6.0,6.0
0.4,control_tower,network_profit_with_inventory,517364696.3296713,339182493.17203224,695546899.4873104
0.4,control_tower,fill_rate,0.009491653354013004,0.006495059789347465,0.012488246918678543
0.4,control_tower,satisfaction_index,0.004803310721951737,0.0032907821551426963,0.006315839288760778
0.4,control_tower,retail_on_time_rate,8.161562802752783e-05,-0.00025166457406741765,0.0004148958301224733
0.4,control_tower,costs_stockout,-182900724.02,-240660623.3039898,-125140824.73601022
0.4,control_tower,costs_tech,30646800.15999999,29541545.30186843,31752055.018131547
0.4,control_tower,adoptions,48.0,48.0,48.0
0.4,follow,network_profit_with_inventory,534106777.82583874,389348442.9777488,678865112.6739287
0.4,follow,fill_rate,0.006131268972380621,0.003947108074682394,0.008315429870078848
0.4,follow,satisfaction_index,0.003176889855378373,0.002083723773445248,0.004270055937311498
0.4,follow,retail_on_time_rate,4.781542577310116e-05,-0.0001653071320236789,0.0002609379835698812
0.4,follow,costs_stockout,-118142676.12533335,-160247236.23752126,-76038116.01314545
0.4,follow,costs_tech,72202216.83566666,71070708.49128091,73333725.1800524
0.4,follow,adoptions,165.16666666666666,160.1939787785748,170.1393545547585
0.4,hybrid,network_profit_with_inventory,1469311309.4669611,1251968136.994982,1686654481.9389403
0.4,hybrid,fill_rate,0.02182311125367042,0.018278825773403864,0.025367396733936978
0.4,hybrid,satisfaction_index,0.011712675830109924,0.009986805188135819,0.013438546472084029
0.4,hybrid,retail_on_time_rate,0.0023220916244463654,0.0015605648224342034,0.003083618426458527
0.4,hybrid,costs_stockout,-420448545.72166663,-488734143.67954034,-352162947.76379293
0.4,hybrid,costs_tech,92051300.12566666,90430606.12831756,93671994.12301576
0.4,hybrid,adoptions,184.16666666666666,178.6635375145788,189.66979581875452
0.4,hybrid_robot,network_profit_with_inventory,1530693455.3077018,1300668001.5011826,1760718909.114221
0.4,hybrid_robot,fill_rate,0.023094173583121137,0.019386479708941154,0.02680186745730112
0.4,hybrid_robot,satisfaction_index,0.014484088404884665,0.012620314033388667,0.016347862776380662
0.4,hybrid_robot,retail_on_time_rate,0.009441037850469559,0.008366314764509991,0.010515760936429126
0.4,hybrid_robot,costs_stockout,-444930659.23966664,-516345642.3070087,-373515676.1723246
0.4,hybrid_robot,costs_tech,108913533.47599998,107310297.35532841,110516769.59667155
0.4,hybrid_robot,adoptions,185.7,179.41242529739768,191.9875747026023
