rate,arm,measure,mean,ci_low,ci_high,git_commit,git_dirty,run_date
0.0,hybrid,satisfaction_index,0.0005264265086696825,0.00035453213368601534,0.0006983208836533497,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid,retail_on_time_rate,5.283657018724982e-06,-4.239786741579381e-05,5.2965181453243766e-05,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid,costs_stockout,-16840378.320999995,-22952597.15502571,-10728159.48697428,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid,costs_tech,58877680.128,57387834.336036146,60367525.91996385,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid,adoptions,219.4,209.26537943482836,229.53462056517165,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,network_profit_with_inventory,309891434.6518692,275588154.7196095,344194714.58412886,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,fill_rate,0.001622455941111097,0.0012700067738504498,0.0019749051083717438,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,satisfaction_index,0.0028730302621930324,0.0025366270403458808,0.003209433484040184,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,retail_on_time_rate,0.006578093800906134,0.0058385309334858925,0.007317656668326376,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,costs_stockout,-31260808.793666665,-38050860.10531853,-24470757.482014798,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,costs_tech,76066946.80666666,74562547.48071049,77571346.13262282,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.0,hybrid_robot,adoptions,220.86666666666667,210.5230706114985,231.21026272183485,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,network_profit_with_inventory,-2419557238.4103026,-3248248038.460881,-1590866438.359724,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,fill_rate,-0.03952743292570458,-0.052614379428375685,-0.02644048642303347,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,satisfaction_index,-0.02267158011374722,-0.030014815422099324,-0.015328344805395116,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,retail_on_time_rate,-0.009665441208468243,-0.014079642184597226,-0.005251240232339261,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,costs_stockout,761554782.4186666,509488337.380986,1013621227.4563472,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,costs_tech,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,none_vs_calm,adoptions,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,network_profit_with_inventory,382813094.6634355,259986707.21681547,505639482.11005557,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,fill_rate,0.006459949771744899,0.0044738128213107735,0.008446086722179025,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,satisfaction_index,0.00339662490032648,0.0023601130416395534,0.004433136759013407,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,retail_on_time_rate,0.0006137513592026782,0.0001748784746758681,0.0010526242437294882,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,costs_stockout,-124471511.55166665,-162739559.1261221,-86203463.9772112,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,costs_tech,3574666.6666666665,3323418.4410038823,3825914.8923294507,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,risk_intel,adoptions,10.0,10.0,10.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,network_profit_with_inventory,214389518.21500397,151709810.84177354,277069225.5882344,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,fill_rate,0.004091168161143732,0.0030868286095251597,0.005095507712762305,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,satisfaction_index,0.0020504107676285743,0.001566918581992841,0.0025339029532643075,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,retail_on_time_rate,6.009506747628087e-05,-8.324423963288704e-05,0.00020343437458544876,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,costs_stockout,-78822866.97333333,-98168437.80720142,-59477296.13946524,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,costs_tech,8289000.0,7920712.119499405,8657287.880500596,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,aps,adoptions,6.0,6.0,6.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,network_profit_with_inventory,216121594.9573813,73960577.82402807,358282612.09073454,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,fill_rate,0.0039943360383706454,0.0015580713524097401,0.006430600724331551,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,satisfaction_index,0.002037129299596019,0.0007924659398091626,0.003281792659382875,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,retail_on_time_rate,7.26736136770693e-05,-5.9485226774901284e-05,0.00020483245412903988,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,costs_stockout,-76961001.147,-123892168.74763787,-30029833.54636213,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,costs_tech,19151999.839999996,15150810.448596744,23153189.231403247,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,control_tower,adoptions,48.0,48.0,48.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,network_profit_with_inventory,328314616.4714233,245529268.8595146,411099964.08333206,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,fill_rate,0.0017487874012643919,0.0005313709958341276,0.002966203806694656,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,satisfaction_index,0.0009575758346291356,0.0003300719754097387,0.0015850796938485325,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,retail_on_time_rate,3.937494979658155e-05,-5.2129555308588035e-05,0.00013087945490175115,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,costs_stockout,-33684284.36033335,-57127158.689245395,-10241410.031421311,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,costs_tech,48711960.12233334,47518956.16045289,49904964.08421379,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,follow,adoptions,196.0,187.5170953352213,204.4829046647787,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,network_profit_with_inventory,811837990.7265266,619467377.2319441,1004208604.2211092,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,fill_rate,0.009949750022443082,0.006879056475857109,0.013020443569029056,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,satisfaction_index,0.005285434708367335,0.0036579258347819218,0.006912943581952748,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,retail_on_time_rate,0.0007621793826412593,0.0003077998187095949,0.0012165589465729237,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,costs_stockout,-191687648.37200007,-250816386.48047674,-132558910.2635234,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,costs_tech,59665900.10299999,58173974.964318,61157825.241681986,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid,adoptions,213.4,203.08392127202205,223.71607872797796,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,network_profit_with_inventory,863035943.5346749,648687578.6022706,1077384308.4670792,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,fill_rate,0.011074517418782437,0.0076483432491853045,0.014500691588379569,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,satisfaction_index,0.007952677741060366,0.006139765199107456,0.009765590283013275,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,retail_on_time_rate,0.007774157384650656,0.0069128555567383,0.008635459212563012,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,costs_stockout,-213353029.68566665,-279321978.1269984,-147384081.24433485,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,costs_tech,76205126.781,74845751.18569621,77564502.37630379,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
0.2,hybrid_robot,adoptions,219.26666666666668,209.0097799111395,229.52355342219386,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
